county,FIPS,date,case_2.5,case_50,case_97.5,death_2.5,death_50,death_97.5
Kings County NY,36047,02/23,0.00,0.00,0.00,0.00,0.00,0.00
Kings County NY,36047,02/24,0.00,0.00,0.00,0.00,0.00,0.00
Kings County NY,36047,02/25,0.00,0.00,0.00,0.00,0.00,0.00
Kings County NY,36047,02/26,0.00,0.00,1.00,0.00,0.00,0.00
Kings County NY,36047,02/27,0.00,0.00,1.00,0.00,0.00,0.00
Kings County NY,36047,02/28,0.00,0.00,1.00,0.00,0.00,0.00
Kings County NY,36047,02/29,0.00,0.00,2.00,0.00,0.00,0.00
Kings County NY,36047,03/01,0.00,1.00,3.00,0.00,0.00,0.00
Kings County NY,36047,03/02,0.00,1.00,4.00,0.00,0.00,0.00
Kings County NY,36047,03/03,0.00,2.00,6.00,0.00,0.00,0.00
Kings County NY,36047,03/04,0.00,3.00,8.00,0.00,0.00,0.00
Kings County NY,36047,03/05,0.00,4.00,11.00,0.00,0.00,0.00
Kings County NY,36047,03/06,0.00,6.00,11.00,0.00,0.00,1.00
Kings County NY,36047,03/07,2.00,8.00,15.00,0.00,0.00,1.00
Kings County NY,36047,03/08,3.00,12.00,23.00,0.00,0.00,2.00
Kings County NY,36047,03/09,7.00,20.00,32.00,0.00,0.00,2.00
Kings County NY,36047,03/10,18.00,34.00,45.00,0.00,0.00,3.00
Kings County NY,36047,03/11,31.00,52.00,75.00,0.00,1.00,4.00
Kings County NY,36047,03/12,56.00,78.00,103.00,0.00,2.00,5.00
Kings County NY,36047,03/13,87.00,117.00,161.00,0.00,3.00,7.00
Kings County NY,36047,03/14,127.00,166.00,221.00,1.00,4.00,9.00
Kings County NY,36047,03/15,171.00,229.00,297.00,2.00,6.00,11.00
Kings County NY,36047,03/16,238.00,305.00,389.00,3.00,7.00,13.00
Kings County NY,36047,03/17,308.00,398.00,496.00,5.00,10.00,18.00
Kings County NY,36047,03/18,389.00,515.00,629.00,7.00,13.00,20.00
Kings County NY,36047,03/19,497.00,634.00,781.00,9.00,16.00,25.00
Kings County NY,36047,03/20,625.00,784.00,961.00,13.00,20.00,30.00
Kings County NY,36047,03/21,756.00,939.00,1154.00,15.00,25.00,37.00
Kings County NY,36047,03/22,897.00,1109.00,1376.00,19.00,30.00,42.00
Kings County NY,36047,03/23,1026.00,1294.00,1607.00,24.00,36.00,51.00
Kings County NY,36047,03/24,1159.00,1487.00,1904.00,27.00,44.00,60.00
Kings County NY,36047,03/25,1303.00,1714.00,2172.00,36.00,53.00,70.00
Kings County NY,36047,03/26,1457.00,1941.00,2494.00,43.00,61.00,84.00
Kings County NY,36047,03/27,1616.00,2176.00,2812.00,47.00,72.00,98.00
Kings County NY,36047,03/28,1790.00,2425.00,3191.00,55.00,82.00,110.00
Kings County NY,36047,03/29,2003.00,2669.00,3555.00,67.00,96.00,131.00
Kings County NY,36047,03/30,2177.00,2949.00,3913.00,77.00,109.00,150.00
Kings County NY,36047,03/31,2371.00,3237.00,4323.00,87.00,123.00,169.00
Kings County NY,36047,04/01,2543.00,3506.00,4695.00,97.00,138.00,191.00
Kings County NY,36047,04/02,2732.00,3786.00,5092.00,110.00,154.00,224.00
Kings County NY,36047,04/03,2928.00,4066.00,5526.00,125.00,173.00,250.00
Kings County NY,36047,04/04,3144.00,4370.00,5954.00,137.00,195.00,273.00
Kings County NY,36047,04/05,3377.00,4661.00,6433.00,150.00,216.00,300.00
Kings County NY,36047,04/06,3608.00,4978.00,6964.00,161.00,235.00,342.00
Kings County NY,36047,04/07,3863.00,5346.00,7500.00,179.00,258.00,372.00
Kings County NY,36047,04/08,4128.00,5687.00,8092.00,193.00,277.00,414.00
Kings County NY,36047,04/09,4350.00,6076.00,8681.00,208.00,300.00,458.00
Kings County NY,36047,04/10,4581.00,6457.00,9219.00,219.00,323.00,483.00
Kings County NY,36047,04/11,4841.00,6808.00,9770.00,239.00,348.00,517.00
Kings County NY,36047,04/12,5075.00,7146.00,10284.00,248.00,370.00,543.00
Kings County NY,36047,04/13,5282.00,7477.00,10828.00,262.00,393.00,577.00
Kings County NY,36047,04/14,5528.00,7828.00,11345.00,280.00,415.00,608.00
Kings County NY,36047,04/15,5750.00,8127.00,11827.00,300.00,444.00,644.00
Kings County NY,36047,04/16,5945.00,8429.00,12283.00,310.00,463.00,673.00
Kings County NY,36047,04/17,6117.00,8682.00,12782.00,321.00,481.00,698.00
Kings County NY,36047,04/18,6312.00,8934.00,13254.00,325.00,497.00,736.00
Kings County NY,36047,04/19,6496.00,9173.00,13672.00,344.00,515.00,762.00
Kings County NY,36047,04/20,6646.00,9398.00,14115.00,358.00,534.00,795.00
Kings County NY,36047,04/21,6806.00,9596.00,14516.00,369.00,550.00,815.00
Kings County NY,36047,04/22,6958.00,9800.00,14899.00,380.00,563.00,845.00
Kings County NY,36047,04/23,7080.00,9998.00,15236.00,388.00,581.00,864.00
Kings County NY,36047,04/24,7216.00,10189.00,15536.00,404.00,598.00,884.00
Kings County NY,36047,04/25,7333.00,10358.00,15786.00,413.00,612.00,901.00
Kings County NY,36047,04/26,7442.00,10507.00,16047.00,421.00,626.00,922.00
Kings County NY,36047,04/27,7540.00,10644.00,16265.00,425.00,632.00,946.00
Kings County NY,36047,04/28,7659.00,10768.00,16449.00,439.00,644.00,964.00
Kings County NY,36047,04/29,7766.00,10896.00,16674.00,448.00,653.00,981.00
Kings County NY,36047,04/30,7851.00,11010.00,16868.00,455.00,662.00,1004.00
Kings County NY,36047,05/01,7918.00,11102.00,17064.00,462.00,672.00,1016.00
Kings County NY,36047,05/02,7973.00,11182.00,17217.00,468.00,682.00,1037.00
Kings County NY,36047,05/03,8022.00,11260.00,17396.00,474.00,692.00,1054.00
Kings County NY,36047,05/04,8022.00,11260.00,17396.00,474.00,692.00,1054.00
Kings County NY,36047,05/05,8022.00,11260.00,17396.00,474.00,692.00,1054.00
Kings County NY,36047,05/06,8022.00,11260.00,17396.00,474.00,692.00,1054.00
Kings County NY,36047,05/07,8022.00,11260.00,17396.00,474.00,692.00,1054.00
Kings County NY,36047,05/08,8022.00,11260.00,17396.00,474.00,692.00,1054.00
Kings County NY,36047,05/09,8022.00,11260.00,17396.00,474.00,692.00,1054.00
Kings County NY,36047,05/10,8022.00,11260.00,17396.00,474.00,692.00,1054.00
Kings County NY,36047,05/11,8022.00,11260.00,17396.00,474.00,692.00,1054.00
Kings County NY,36047,05/12,8022.00,11260.00,17396.00,474.00,692.00,1054.00
Kings County NY,36047,05/13,8022.00,11260.00,17396.00,474.00,692.00,1054.00
Kings County NY,36047,05/14,8022.00,11260.00,17396.00,474.00,692.00,1054.00
Kings County NY,36047,05/15,8022.00,11260.00,17396.00,474.00,692.00,1054.00
Kings County NY,36047,05/16,8022.00,11260.00,17396.00,474.00,692.00,1054.00
Kings County NY,36047,05/17,8022.00,11260.00,17396.00,474.00,692.00,1054.00
Kings County NY,36047,05/18,8022.00,11260.00,17396.00,474.00,692.00,1054.00
Kings County NY,36047,05/19,8022.00,11260.00,17396.00,474.00,692.00,1054.00
Kings County NY,36047,05/20,8022.00,11260.00,17396.00,474.00,692.00,1054.00
Kings County NY,36047,05/21,8022.00,11260.00,17396.00,474.00,692.00,1054.00
Kings County NY,36047,05/22,8022.00,11260.00,17396.00,474.00,692.00,1054.00
Kings County NY,36047,05/23,8022.00,11260.00,17396.00,474.00,692.00,1054.00
Kings County NY,36047,05/24,8022.00,11260.00,17396.00,474.00,692.00,1054.00
Kings County NY,36047,05/25,8022.00,11260.00,17396.00,474.00,692.00,1054.00
Kings County NY,36047,05/26,8022.00,11260.00,17396.00,474.00,692.00,1054.00
Kings County NY,36047,05/27,8022.00,11260.00,17396.00,474.00,692.00,1054.00
Kings County NY,36047,05/28,8022.00,11260.00,17396.00,474.00,692.00,1054.00
Kings County NY,36047,05/29,8022.00,11260.00,17396.00,474.00,692.00,1054.00
Kings County NY,36047,05/30,8022.00,11260.00,17396.00,474.00,692.00,1054.00
Kings County NY,36047,05/31,8022.00,11260.00,17396.00,474.00,692.00,1054.00
Kings County NY,36047,06/01,8022.00,11260.00,17396.00,474.00,692.00,1054.00
Kings County NY,36047,06/02,8022.00,11260.00,17396.00,474.00,692.00,1054.00
Kings County NY,36047,06/03,8022.00,11260.00,17396.00,474.00,692.00,1054.00
Kings County NY,36047,06/04,8022.00,11260.00,17396.00,474.00,692.00,1054.00
Kings County NY,36047,06/05,8022.00,11260.00,17396.00,474.00,692.00,1054.00
Kings County NY,36047,06/06,8022.00,11260.00,17396.00,474.00,692.00,1054.00
Kings County NY,36047,06/07,8022.00,11260.00,17396.00,474.00,692.00,1054.00
Kings County NY,36047,06/08,8022.00,11260.00,17396.00,474.00,692.00,1054.00
Kings County NY,36047,06/09,8022.00,11260.00,17396.00,474.00,692.00,1054.00
Kings County NY,36047,06/10,8022.00,11260.00,17396.00,474.00,692.00,1054.00
Kings County NY,36047,06/11,8022.00,11260.00,17396.00,474.00,692.00,1054.00
Kings County NY,36047,06/12,8022.00,11260.00,17396.00,474.00,692.00,1054.00
Cook County IL,17031,02/21,0.00,0.00,0.00,0.00,0.00,0.00
Cook County IL,17031,02/22,0.00,0.00,0.00,0.00,0.00,0.00
Cook County IL,17031,02/23,0.00,0.00,1.00,0.00,0.00,0.00
Cook County IL,17031,02/24,0.00,0.00,1.00,0.00,0.00,0.00
Cook County IL,17031,02/25,0.00,0.00,2.00,0.00,0.00,0.00
Cook County IL,17031,02/26,0.00,0.00,2.00,0.00,0.00,0.00
Cook County IL,17031,02/27,0.00,1.00,3.00,0.00,0.00,0.00
Cook County IL,17031,02/28,0.00,1.00,4.00,0.00,0.00,0.00
Cook County IL,17031,02/29,0.00,2.00,5.00,0.00,0.00,0.00
Cook County IL,17031,03/01,0.00,3.00,7.00,0.00,0.00,0.00
Cook County IL,17031,03/02,0.00,3.00,9.00,0.00,0.00,0.00
Cook County IL,17031,03/03,0.00,4.00,10.00,0.00,0.00,1.00
Cook County IL,17031,03/04,0.00,5.00,13.00,0.00,0.00,1.00
Cook County IL,17031,03/05,1.00,7.00,16.00,0.00,0.00,1.00
Cook County IL,17031,03/06,1.00,9.00,19.00,0.00,0.00,1.00
Cook County IL,17031,03/07,2.00,11.00,25.00,0.00,0.00,2.00
Cook County IL,17031,03/08,2.00,14.00,30.00,0.00,0.00,2.00
Cook County IL,17031,03/09,4.00,18.00,36.00,0.00,0.00,3.00
Cook County IL,17031,03/10,7.00,25.00,45.00,0.00,0.00,3.00
Cook County IL,17031,03/11,13.00,35.00,61.00,0.00,1.00,4.00
Cook County IL,17031,03/12,21.00,48.00,83.00,0.00,1.00,5.00
Cook County IL,17031,03/13,33.00,66.00,116.00,0.00,2.00,5.00
Cook County IL,17031,03/14,49.00,90.00,147.00,0.00,2.00,7.00
Cook County IL,17031,03/15,72.00,120.00,190.00,0.00,3.00,7.00
Cook County IL,17031,03/16,95.00,153.00,239.00,1.00,4.00,10.00
Cook County IL,17031,03/17,119.00,192.00,305.00,1.00,5.00,12.00
Cook County IL,17031,03/18,154.00,241.00,376.00,2.00,7.00,13.00
Cook County IL,17031,03/19,191.00,297.00,461.00,2.00,8.00,15.00
Cook County IL,17031,03/20,233.00,359.00,551.00,5.00,10.00,19.00
Cook County IL,17031,03/21,271.00,432.00,633.00,6.00,12.00,21.00
Cook County IL,17031,03/22,326.00,514.00,752.00,7.00,15.00,26.00
Cook County IL,17031,03/23,388.00,592.00,870.00,9.00,19.00,32.00
Cook County IL,17031,03/24,445.00,685.00,1012.00,10.00,22.00,35.00
Cook County IL,17031,03/25,504.00,775.00,1146.00,13.00,26.00,40.00
Cook County IL,17031,03/26,552.00,867.00,1288.00,15.00,30.00,47.00
Cook County IL,17031,03/27,618.00,979.00,1448.00,17.00,34.00,53.00
Cook County IL,17031,03/28,685.00,1090.00,1599.00,21.00,40.00,62.00
Cook County IL,17031,03/29,757.00,1206.00,1772.00,23.00,45.00,71.00
Cook County IL,17031,03/30,828.00,1315.00,1930.00,26.00,52.00,84.00
Cook County IL,17031,03/31,911.00,1441.00,2096.00,31.00,59.00,95.00
Cook County IL,17031,04/01,977.00,1563.00,2310.00,34.00,67.00,109.00
Cook County IL,17031,04/02,1050.00,1699.00,2555.00,42.00,74.00,115.00
Cook County IL,17031,04/03,1131.00,1838.00,2801.00,46.00,84.00,131.00
Cook County IL,17031,04/04,1218.00,1997.00,3065.00,50.00,94.00,150.00
Cook County IL,17031,04/05,1303.00,2145.00,3304.00,54.00,106.00,165.00
Cook County IL,17031,04/06,1388.00,2293.00,3575.00,61.00,118.00,181.00
Cook County IL,17031,04/07,1489.00,2472.00,3848.00,68.00,129.00,200.00
Cook County IL,17031,04/08,1589.00,2661.00,4153.00,75.00,140.00,231.00
Cook County IL,17031,04/09,1700.00,2887.00,4518.00,85.00,151.00,254.00
Cook County IL,17031,04/10,1835.00,3108.00,4910.00,89.00,162.00,274.00
Cook County IL,17031,04/11,1966.00,3328.00,5300.00,96.00,176.00,285.00
Cook County IL,17031,04/12,2121.00,3583.00,5694.00,105.00,190.00,310.00
Cook County IL,17031,04/13,2267.00,3878.00,6073.00,113.00,204.00,336.00
Cook County IL,17031,04/14,2440.00,4189.00,6502.00,118.00,218.00,352.00
Cook County IL,17031,04/15,2608.00,4536.00,7033.00,128.00,235.00,371.00
Cook County IL,17031,04/16,2769.00,4899.00,7576.00,134.00,252.00,399.00
Cook County IL,17031,04/17,2947.00,5246.00,8178.00,142.00,267.00,431.00
Cook County IL,17031,04/18,3128.00,5620.00,8935.00,149.00,286.00,472.00
Cook County IL,17031,04/19,3347.00,6066.00,9677.00,160.00,306.00,506.00
Cook County IL,17031,04/20,3555.00,6540.00,10477.00,168.00,324.00,530.00
Cook County IL,17031,04/21,3760.00,6979.00,11395.00,182.00,340.00,565.00
Cook County IL,17031,04/22,3955.00,7463.00,12348.00,190.00,361.00,594.00
Cook County IL,17031,04/23,4185.00,8034.00,13339.00,204.00,381.00,631.00
Cook County IL,17031,04/24,4405.00,8602.00,14403.00,213.00,406.00,662.00
Cook County IL,17031,04/25,4624.00,9139.00,15427.00,220.00,423.00,696.00
Cook County IL,17031,04/26,4859.00,9661.00,16520.00,227.00,447.00,724.00
Cook County IL,17031,04/27,5062.00,10191.00,17566.00,238.00,464.00,757.00
Cook County IL,17031,04/28,5282.00,10713.00,18648.00,252.00,486.00,806.00
Cook County IL,17031,04/29,5481.00,11205.00,19773.00,258.00,507.00,842.00
Cook County IL,17031,04/30,5694.00,11778.00,20901.00,264.00,525.00,890.00
Cook County IL,17031,05/01,5893.00,12290.00,22038.00,277.00,544.00,933.00
Cook County IL,17031,05/02,6077.00,12815.00,23168.00,286.00,566.00,973.00
Cook County IL,17031,05/03,6268.00,13348.00,24282.00,295.00,584.00,1019.00
Cook County IL,17031,05/04,6268.00,13348.00,24282.00,295.00,584.00,1019.00
Cook County IL,17031,05/05,6268.00,13348.00,24282.00,295.00,584.00,1019.00
Cook County IL,17031,05/06,6268.00,13348.00,24282.00,295.00,584.00,1019.00
Cook County IL,17031,05/07,6268.00,13348.00,24282.00,295.00,584.00,1019.00
Cook County IL,17031,05/08,6268.00,13348.00,24282.00,295.00,584.00,1019.00
Cook County IL,17031,05/09,6268.00,13348.00,24282.00,295.00,584.00,1019.00
Cook County IL,17031,05/10,6268.00,13348.00,24282.00,295.00,584.00,1019.00
Cook County IL,17031,05/11,6268.00,13348.00,24282.00,295.00,584.00,1019.00
Cook County IL,17031,05/12,6268.00,13348.00,24282.00,295.00,584.00,1019.00
Cook County IL,17031,05/13,6268.00,13348.00,24282.00,295.00,584.00,1019.00
Cook County IL,17031,05/14,6268.00,13348.00,24282.00,295.00,584.00,1019.00
Cook County IL,17031,05/15,6268.00,13348.00,24282.00,295.00,584.00,1019.00
Cook County IL,17031,05/16,6268.00,13348.00,24282.00,295.00,584.00,1019.00
Cook County IL,17031,05/17,6268.00,13348.00,24282.00,295.00,584.00,1019.00
Cook County IL,17031,05/18,6268.00,13348.00,24282.00,295.00,584.00,1019.00
Cook County IL,17031,05/19,6268.00,13348.00,24282.00,295.00,584.00,1019.00
Cook County IL,17031,05/20,6268.00,13348.00,24282.00,295.00,584.00,1019.00
Cook County IL,17031,05/21,6268.00,13348.00,24282.00,295.00,584.00,1019.00
Cook County IL,17031,05/22,6268.00,13348.00,24282.00,295.00,584.00,1019.00
Cook County IL,17031,05/23,6268.00,13348.00,24282.00,295.00,584.00,1019.00
Cook County IL,17031,05/24,6268.00,13348.00,24282.00,295.00,584.00,1019.00
Cook County IL,17031,05/25,6268.00,13348.00,24282.00,295.00,584.00,1019.00
Cook County IL,17031,05/26,6268.00,13348.00,24282.00,295.00,584.00,1019.00
Cook County IL,17031,05/27,6268.00,13348.00,24282.00,295.00,584.00,1019.00
Cook County IL,17031,05/28,6268.00,13348.00,24282.00,295.00,584.00,1019.00
Cook County IL,17031,05/29,6268.00,13348.00,24282.00,295.00,584.00,1019.00
Cook County IL,17031,05/30,6268.00,13348.00,24282.00,295.00,584.00,1019.00
Cook County IL,17031,05/31,6268.00,13348.00,24282.00,295.00,584.00,1019.00
Cook County IL,17031,06/01,6268.00,13348.00,24282.00,295.00,584.00,1019.00
Cook County IL,17031,06/02,6268.00,13348.00,24282.00,295.00,584.00,1019.00
Cook County IL,17031,06/03,6268.00,13348.00,24282.00,295.00,584.00,1019.00
Cook County IL,17031,06/04,6268.00,13348.00,24282.00,295.00,584.00,1019.00
Cook County IL,17031,06/05,6268.00,13348.00,24282.00,295.00,584.00,1019.00
Cook County IL,17031,06/06,6268.00,13348.00,24282.00,295.00,584.00,1019.00
Cook County IL,17031,06/07,6268.00,13348.00,24282.00,295.00,584.00,1019.00
Cook County IL,17031,06/08,6268.00,13348.00,24282.00,295.00,584.00,1019.00
Cook County IL,17031,06/09,6268.00,13348.00,24282.00,295.00,584.00,1019.00
Cook County IL,17031,06/10,6268.00,13348.00,24282.00,295.00,584.00,1019.00
Cook County IL,17031,06/11,6268.00,13348.00,24282.00,295.00,584.00,1019.00
Cook County IL,17031,06/12,6268.00,13348.00,24282.00,295.00,584.00,1019.00
Bronx County NY,36005,02/21,0.00,0.00,0.00,0.00,0.00,0.00
Bronx County NY,36005,02/22,0.00,0.00,0.00,0.00,0.00,0.00
Bronx County NY,36005,02/23,0.00,0.00,0.00,0.00,0.00,0.00
Bronx County NY,36005,02/24,0.00,0.00,0.00,0.00,0.00,0.00
