county,FIPS,date,case_2.5,case_50,case_97.5,death_2.5,death_50,death_97.5
Kings County NY,36047,02/29,0.00,0.00,2.00,0.00,0.00,0.00
Kings County NY,36047,03/01,0.00,0.00,3.00,0.00,0.00,0.00
Kings County NY,36047,03/02,0.00,1.00,4.00,0.00,0.00,0.00
Kings County NY,36047,03/03,0.00,2.00,6.00,0.00,0.00,0.00
Kings County NY,36047,03/04,0.00,4.00,9.00,0.00,0.00,0.00
Kings County NY,36047,03/05,1.00,6.00,14.00,0.00,0.00,0.00
Kings County NY,36047,03/06,3.00,9.00,17.00,0.00,0.00,1.00
Kings County NY,36047,03/07,4.00,13.00,24.00,0.00,0.00,1.00
Kings County NY,36047,03/08,7.00,18.00,32.00,0.00,0.00,1.00
Kings County NY,36047,03/09,7.00,25.00,42.00,0.00,0.00,1.00
Kings County NY,36047,03/10,9.00,32.00,56.00,0.00,0.00,2.00
Kings County NY,36047,03/11,13.00,44.00,73.00,0.00,0.00,2.00
Kings County NY,36047,03/12,15.00,53.00,86.00,0.00,1.00,3.00
Kings County NY,36047,03/13,20.00,65.00,106.00,0.00,1.00,3.00
Kings County NY,36047,03/14,25.00,77.00,131.00,0.00,1.00,4.00
Kings County NY,36047,03/15,30.00,93.00,154.00,0.00,2.00,5.00
Kings County NY,36047,03/16,36.00,107.00,184.00,0.00,2.00,5.00
Kings County NY,36047,03/17,43.00,126.00,213.00,0.00,3.00,7.00
Kings County NY,36047,03/18,47.00,145.00,241.00,0.00,3.00,8.00
Kings County NY,36047,03/19,51.00,166.00,273.00,0.00,4.00,9.00
Kings County NY,36047,03/20,59.00,186.00,306.00,0.00,5.00,11.00
Kings County NY,36047,03/21,64.00,207.00,338.00,1.00,6.00,11.00
Kings County NY,36047,03/22,74.00,226.00,377.00,1.00,7.00,13.00
Kings County NY,36047,03/23,81.00,248.00,419.00,1.00,8.00,15.00
Kings County NY,36047,03/24,89.00,273.00,457.00,1.00,9.00,17.00
Kings County NY,36047,03/25,98.00,297.00,494.00,2.00,10.00,20.00
Kings County NY,36047,03/26,105.00,321.00,540.00,3.00,12.00,22.00
Kings County NY,36047,03/27,112.00,349.00,585.00,3.00,14.00,24.00
Kings County NY,36047,03/28,118.00,377.00,633.00,4.00,15.00,27.00
Kings County NY,36047,03/29,128.00,408.00,677.00,5.00,17.00,31.00
Kings County NY,36047,03/30,136.00,439.00,726.00,6.00,20.00,34.00
Kings County NY,36047,03/31,144.00,466.00,769.00,7.00,21.00,36.00
Kings County NY,36047,04/01,150.00,490.00,825.00,7.00,23.00,42.00
Kings County NY,36047,04/02,162.00,534.00,878.00,8.00,25.00,45.00
Kings County NY,36047,04/03,173.00,564.00,943.00,9.00,28.00,49.00
Kings County NY,36047,04/04,178.00,601.00,1027.00,9.00,30.00,51.00
Kings County NY,36047,04/05,190.00,629.00,1084.00,9.00,31.00,59.00
Kings County NY,36047,04/06,195.00,659.00,1151.00,10.00,35.00,60.00
Kings County NY,36047,04/07,210.00,685.00,1226.00,11.00,37.00,63.00
Kings County NY,36047,04/08,220.00,712.00,1274.00,11.00,39.00,65.00
Kings County NY,36047,04/09,223.00,741.00,1324.00,12.00,40.00,69.00
Kings County NY,36047,04/10,231.00,770.00,1389.00,12.00,41.00,73.00
Kings County NY,36047,04/11,240.00,796.00,1444.00,13.00,43.00,78.00
Kings County NY,36047,04/12,245.00,814.00,1496.00,13.00,45.00,82.00
Kings County NY,36047,04/13,250.00,838.00,1548.00,14.00,46.00,84.00
Kings County NY,36047,04/14,254.00,855.00,1609.00,15.00,48.00,89.00
Kings County NY,36047,04/15,263.00,874.00,1648.00,16.00,49.00,92.00
Kings County NY,36047,04/16,266.00,892.00,1692.00,16.00,50.00,94.00
Kings County NY,36047,04/17,270.00,912.00,1729.00,16.00,52.00,96.00
Kings County NY,36047,04/18,274.00,929.00,1773.00,16.00,53.00,100.00
Kings County NY,36047,04/19,278.00,947.00,1809.00,17.00,53.00,103.00
Kings County NY,36047,04/20,283.00,958.00,1844.00,17.00,55.00,105.00
Kings County NY,36047,04/21,291.00,969.00,1877.00,17.00,55.00,107.00
Kings County NY,36047,04/22,297.00,981.00,1909.00,17.00,57.00,110.00
Kings County NY,36047,04/23,300.00,996.00,1948.00,17.00,58.00,111.00
Kings County NY,36047,04/24,306.00,1007.00,1978.00,17.00,59.00,114.00
Kings County NY,36047,04/25,311.00,1015.00,2010.00,17.00,60.00,116.00
Kings County NY,36047,04/26,317.00,1027.00,2037.00,17.00,63.00,119.00
Kings County NY,36047,04/27,320.00,1036.00,2061.00,17.00,63.00,121.00
Kings County NY,36047,04/28,323.00,1044.00,2079.00,17.00,63.00,122.00
Kings County NY,36047,04/29,326.00,1052.00,2095.00,17.00,63.00,125.00
Kings County NY,36047,04/30,329.00,1060.00,2109.00,17.00,64.00,126.00
Kings County NY,36047,05/01,334.00,1069.00,2126.00,17.00,64.00,127.00
Kings County NY,36047,05/02,341.00,1079.00,2141.00,17.00,65.00,128.00
Kings County NY,36047,05/03,342.00,1087.00,2168.00,17.00,65.00,130.00
Kings County NY,36047,05/04,342.00,1087.00,2168.00,17.00,65.00,130.00
Kings County NY,36047,05/05,342.00,1087.00,2168.00,17.00,65.00,130.00
Kings County NY,36047,05/06,342.00,1087.00,2168.00,17.00,65.00,130.00
Kings County NY,36047,05/07,342.00,1087.00,2168.00,17.00,65.00,130.00
Kings County NY,36047,05/08,342.00,1087.00,2168.00,17.00,65.00,130.00
Kings County NY,36047,05/09,342.00,1087.00,2168.00,17.00,65.00,130.00
Kings County NY,36047,05/10,342.00,1087.00,2168.00,17.00,65.00,130.00
Kings County NY,36047,05/11,342.00,1087.00,2168.00,17.00,65.00,130.00
Kings County NY,36047,05/12,342.00,1087.00,2168.00,17.00,65.00,130.00
Kings County NY,36047,05/13,342.00,1087.00,2168.00,17.00,65.00,130.00
Kings County NY,36047,05/14,342.00,1087.00,2168.00,17.00,65.00,130.00
Kings County NY,36047,05/15,342.00,1087.00,2168.00,17.00,65.00,130.00
Kings County NY,36047,05/16,342.00,1087.00,2168.00,17.00,65.00,130.00
Kings County NY,36047,05/17,342.00,1087.00,2168.00,17.00,65.00,130.00
Kings County NY,36047,05/18,342.00,1087.00,2168.00,17.00,65.00,130.00
Kings County NY,36047,05/19,342.00,1087.00,2168.00,17.00,65.00,130.00
Kings County NY,36047,05/20,342.00,1087.00,2168.00,17.00,65.00,130.00
Kings County NY,36047,05/21,342.00,1087.00,2168.00,17.00,65.00,130.00
Kings County NY,36047,05/22,342.00,1087.00,2168.00,17.00,65.00,130.00
Kings County NY,36047,05/23,342.00,1087.00,2168.00,17.00,65.00,130.00
Kings County NY,36047,05/24,342.00,1087.00,2168.00,17.00,65.00,130.00
Kings County NY,36047,05/25,342.00,1087.00,2168.00,17.00,65.00,130.00
Kings County NY,36047,05/26,342.00,1087.00,2168.00,17.00,65.00,130.00
Kings County NY,36047,05/27,342.00,1087.00,2168.00,17.00,65.00,130.00
Kings County NY,36047,05/28,342.00,1087.00,2168.00,17.00,65.00,130.00
Kings County NY,36047,05/29,342.00,1087.00,2168.00,17.00,65.00,130.00
Kings County NY,36047,05/30,342.00,1087.00,2168.00,17.00,65.00,130.00
Kings County NY,36047,05/31,342.00,1087.00,2168.00,17.00,65.00,130.00
Kings County NY,36047,06/01,342.00,1087.00,2168.00,17.00,65.00,130.00
Kings County NY,36047,06/02,342.00,1087.00,2168.00,17.00,65.00,130.00
Kings County NY,36047,06/03,342.00,1087.00,2168.00,17.00,65.00,130.00
Kings County NY,36047,06/04,342.00,1087.00,2168.00,17.00,65.00,130.00
Kings County NY,36047,06/05,342.00,1087.00,2168.00,17.00,65.00,130.00
Kings County NY,36047,06/06,342.00,1087.00,2168.00,17.00,65.00,130.00
Kings County NY,36047,06/07,342.00,1087.00,2168.00,17.00,65.00,130.00
Kings County NY,36047,06/08,342.00,1087.00,2168.00,17.00,65.00,130.00
Kings County NY,36047,06/09,342.00,1087.00,2168.00,17.00,65.00,130.00
Kings County NY,36047,06/10,342.00,1087.00,2168.00,17.00,65.00,130.00
Kings County NY,36047,06/11,342.00,1087.00,2168.00,17.00,65.00,130.00
Kings County NY,36047,06/12,342.00,1087.00,2168.00,17.00,65.00,130.00
Cook County IL,17031,02/21,0.00,0.00,0.00,0.00,0.00,0.00
Cook County IL,17031,02/22,0.00,0.00,0.00,0.00,0.00,0.00
Cook County IL,17031,02/23,0.00,0.00,0.00,0.00,0.00,0.00
Cook County IL,17031,02/24,0.00,0.00,1.00,0.00,0.00,0.00
Cook County IL,17031,02/25,0.00,0.00,2.00,0.00,0.00,0.00
Cook County IL,17031,02/26,0.00,0.00,2.00,0.00,0.00,0.00
Cook County IL,17031,02/27,0.00,1.00,4.00,0.00,0.00,0.00
Cook County IL,17031,02/28,0.00,1.00,5.00,0.00,0.00,0.00
Cook County IL,17031,02/29,0.00,2.00,6.00,0.00,0.00,0.00
Cook County IL,17031,03/01,0.00,3.00,10.00,0.00,0.00,0.00
Cook County IL,17031,03/02,0.00,4.00,12.00,0.00,0.00,0.00
Cook County IL,17031,03/03,0.00,6.00,17.00,0.00,0.00,1.00
Cook County IL,17031,03/04,0.00,8.00,23.00,0.00,0.00,1.00
Cook County IL,17031,03/05,0.00,11.00,29.00,0.00,0.00,1.00
Cook County IL,17031,03/06,1.00,14.00,34.00,0.00,0.00,1.00
Cook County IL,17031,03/07,2.00,17.00,43.00,0.00,0.00,2.00
Cook County IL,17031,03/08,3.00,23.00,51.00,0.00,0.00,2.00
Cook County IL,17031,03/09,4.00,29.00,65.00,0.00,0.00,3.00
Cook County IL,17031,03/10,4.00,34.00,81.00,0.00,0.00,4.00
Cook County IL,17031,03/11,5.00,42.00,102.00,0.00,0.00,4.00
Cook County IL,17031,03/12,5.00,52.00,125.00,0.00,1.00,5.00
Cook County IL,17031,03/13,6.00,60.00,148.00,0.00,1.00,5.00
Cook County IL,17031,03/14,7.00,71.00,172.00,0.00,1.00,7.00
Cook County IL,17031,03/15,7.00,85.00,203.00,0.00,2.00,8.00
Cook County IL,17031,03/16,8.00,98.00,233.00,0.00,2.00,9.00
Cook County IL,17031,03/17,8.00,114.00,267.00,0.00,3.00,10.00
Cook County IL,17031,03/18,9.00,128.00,309.00,0.00,4.00,12.00
Cook County IL,17031,03/19,10.00,146.00,366.00,0.00,4.00,12.00
Cook County IL,17031,03/20,11.00,163.00,405.00,0.00,5.00,15.00
Cook County IL,17031,03/21,13.00,182.00,460.00,0.00,6.00,16.00
Cook County IL,17031,03/22,15.00,201.00,502.00,0.00,7.00,18.00
Cook County IL,17031,03/23,17.00,225.00,542.00,0.00,8.00,21.00
Cook County IL,17031,03/24,18.00,244.00,588.00,0.00,9.00,25.00
Cook County IL,17031,03/25,22.00,267.00,650.00,0.00,11.00,27.00
Cook County IL,17031,03/26,28.00,291.00,702.00,0.00,12.00,28.00
Cook County IL,17031,03/27,34.00,319.00,752.00,0.00,14.00,32.00
Cook County IL,17031,03/28,37.00,341.00,809.00,0.00,15.00,38.00
Cook County IL,17031,03/29,39.00,364.00,876.00,0.00,16.00,39.00
Cook County IL,17031,03/30,44.00,392.00,938.00,0.00,18.00,46.00
Cook County IL,17031,03/31,48.00,425.00,1036.00,0.00,20.00,52.00
Cook County IL,17031,04/01,56.00,460.00,1112.00,0.00,22.00,57.00
Cook County IL,17031,04/02,62.00,496.00,1225.00,0.00,24.00,64.00
Cook County IL,17031,04/03,68.00,530.00,1335.00,0.00,27.00,70.00
Cook County IL,17031,04/04,75.00,564.00,1441.00,0.00,28.00,75.00
Cook County IL,17031,04/05,81.00,611.00,1567.00,0.00,31.00,85.00
Cook County IL,17031,04/06,89.00,664.00,1705.00,0.00,34.00,92.00
Cook County IL,17031,04/07,101.00,716.00,1865.00,0.00,36.00,94.00
Cook County IL,17031,04/08,105.00,786.00,1993.00,0.00,39.00,103.00
Cook County IL,17031,04/09,113.00,844.00,2133.00,0.00,41.00,112.00
Cook County IL,17031,04/10,126.00,908.00,2297.00,1.00,45.00,124.00
Cook County IL,17031,04/11,130.00,978.00,2470.00,1.00,47.00,125.00
Cook County IL,17031,04/12,141.00,1052.00,2632.00,2.00,50.00,129.00
Cook County IL,17031,04/13,150.00,1132.00,2803.00,2.00,54.00,139.00
Cook County IL,17031,04/14,159.00,1218.00,2975.00,2.00,56.00,144.00
Cook County IL,17031,04/15,171.00,1292.00,3191.00,2.00,59.00,155.00
Cook County IL,17031,04/16,183.00,1377.00,3424.00,2.00,63.00,165.00
Cook County IL,17031,04/17,196.00,1453.00,3641.00,2.00,66.00,181.00
Cook County IL,17031,04/18,202.00,1528.00,3885.00,5.00,71.00,185.00
Cook County IL,17031,04/19,218.00,1622.00,4118.00,5.00,75.00,194.00
Cook County IL,17031,04/20,231.00,1716.00,4366.00,6.00,78.00,206.00
Cook County IL,17031,04/21,245.00,1802.00,4653.00,6.00,80.00,216.00
Cook County IL,17031,04/22,258.00,1869.00,4921.00,8.00,85.00,224.00
Cook County IL,17031,04/23,269.00,1943.00,5172.00,9.00,87.00,234.00
Cook County IL,17031,04/24,281.00,2010.00,5435.00,9.00,91.00,248.00
Cook County IL,17031,04/25,292.00,2078.00,5700.00,9.00,95.00,270.00
Cook County IL,17031,04/26,302.00,2142.00,6001.00,9.00,99.00,275.00
Cook County IL,17031,04/27,314.00,2215.00,6276.00,9.00,103.00,283.00
Cook County IL,17031,04/28,327.00,2284.00,6552.00,9.00,105.00,290.00
Cook County IL,17031,04/29,346.00,2350.00,6818.00,9.00,108.00,295.00
Cook County IL,17031,04/30,362.00,2408.00,7110.00,10.00,111.00,307.00
Cook County IL,17031,05/01,371.00,2491.00,7379.00,12.00,115.00,320.00
Cook County IL,17031,05/02,377.00,2569.00,7641.00,12.00,121.00,331.00
Cook County IL,17031,05/03,385.00,2637.00,7946.00,13.00,123.00,336.00
Cook County IL,17031,05/04,385.00,2637.00,7946.00,13.00,123.00,336.00
Cook County IL,17031,05/05,385.00,2637.00,7946.00,13.00,123.00,336.00
Cook County IL,17031,05/06,385.00,2637.00,7946.00,13.00,123.00,336.00
Cook County IL,17031,05/07,385.00,2637.00,7946.00,13.00,123.00,336.00
Cook County IL,17031,05/08,385.00,2637.00,7946.00,13.00,123.00,336.00
Cook County IL,17031,05/09,385.00,2637.00,7946.00,13.00,123.00,336.00
Cook County IL,17031,05/10,385.00,2637.00,7946.00,13.00,123.00,336.00
Cook County IL,17031,05/11,385.00,2637.00,7946.00,13.00,123.00,336.00
Cook County IL,17031,05/12,385.00,2637.00,7946.00,13.00,123.00,336.00
Cook County IL,17031,05/13,385.00,2637.00,7946.00,13.00,123.00,336.00
Cook County IL,17031,05/14,385.00,2637.00,7946.00,13.00,123.00,336.00
Cook County IL,17031,05/15,385.00,2637.00,7946.00,13.00,123.00,336.00
Cook County IL,17031,05/16,385.00,2637.00,7946.00,13.00,123.00,336.00
Cook County IL,17031,05/17,385.00,2637.00,7946.00,13.00,123.00,336.00
Cook County IL,17031,05/18,385.00,2637.00,7946.00,13.00,123.00,336.00
Cook County IL,17031,05/19,385.00,2637.00,7946.00,13.00,123.00,336.00
Cook County IL,17031,05/20,385.00,2637.00,7946.00,13.00,123.00,336.00
Cook County IL,17031,05/21,385.00,2637.00,7946.00,13.00,123.00,336.00
Cook County IL,17031,05/22,385.00,2637.00,7946.00,13.00,123.00,336.00
Cook County IL,17031,05/23,385.00,2637.00,7946.00,13.00,123.00,336.00
Cook County IL,17031,05/24,385.00,2637.00,7946.00,13.00,123.00,336.00
Cook County IL,17031,05/25,385.00,2637.00,7946.00,13.00,123.00,336.00
Cook County IL,17031,05/26,385.00,2637.00,7946.00,13.00,123.00,336.00
Cook County IL,17031,05/27,385.00,2637.00,7946.00,13.00,123.00,336.00
Cook County IL,17031,05/28,385.00,2637.00,7946.00,13.00,123.00,336.00
Cook County IL,17031,05/29,385.00,2637.00,7946.00,13.00,123.00,336.00
Cook County IL,17031,05/30,385.00,2637.00,7946.00,13.00,123.00,336.00
Cook County IL,17031,05/31,385.00,2637.00,7946.00,13.00,123.00,336.00
Cook County IL,17031,06/01,385.00,2637.00,7946.00,13.00,123.00,336.00
Cook County IL,17031,06/02,385.00,2637.00,7946.00,13.00,123.00,336.00
Cook County IL,17031,06/03,385.00,2637.00,7946.00,13.00,123.00,336.00
Cook County IL,17031,06/04,385.00,2637.00,7946.00,13.00,123.00,336.00
Cook County IL,17031,06/05,385.00,2637.00,7946.00,13.00,123.00,336.00
Cook County IL,17031,06/06,385.00,2637.00,7946.00,13.00,123.00,336.00
Cook County IL,17031,06/07,385.00,2637.00,7946.00,13.00,123.00,336.00
Cook County IL,17031,06/08,385.00,2637.00,7946.00,13.00,123.00,336.00
Cook County IL,17031,06/09,385.00,2637.00,7946.00,13.00,123.00,336.00
Cook County IL,17031,06/10,385.00,2637.00,7946.00,13.00,123.00,336.00
Cook County IL,17031,06/11,385.00,2637.00,7946.00,13.00,123.00,336.00
Cook County IL,17031,06/12,385.00,2637.00,7946.00,13.00,123.00,336.00
Bronx County NY,36005,02/21,0.00,0.00,0.00,0.00,0.00,0.00
Bronx County NY,36005,02/22,0.00,0.00,0.00,0.00,0.00,0.00
Bronx County NY,36005,02/23,0.00,0.00,0.00,0.00,0.00,0.00
Bronx County NY,36005,02/24,0.00,0.00,0.00,0.00,0.00,0.00
Bronx County NY,36005,02/25,0.00,0.00,0.00,0.00,0.00,0.00
Bronx County NY,36005,02/26,0.00,0.00,1.00,0.00,0.00,0.00
Bronx County NY,36005,02/27,0.00,0.00,1.00,0.00,0.00,0.00
Bronx County NY,36005,02/28,0.00,0.00,1.00,0.00,0.00,0.00
Bronx County NY,36005,02/29,0.00,0.00,1.00,0.00,0.00,0.00
Bronx County NY,36005,03/01,0.00,0.00,2.00,0.00,0.00,0.00
Bronx County NY,36005,03/02,0.00,1.00,4.00,0.00,0.00,0.00
Bronx County NY,36005,03/03,0.00,2.00,5.00,0.00,0.00,0.00
Bronx County NY,36005,03/04,0.00,4.00,9.00,0.00,0.00,0.00
Bronx County NY,36005,03/05,1.00,6.00,13.00,0.00,0.00,0.00
Bronx County NY,36005,03/06,2.00,10.00,19.00,0.00,0.00,1.00
Bronx County NY,36005,03/07,5.00,14.00,28.00,0.00,0.00,1.00
Bronx County NY,36005,03/08,7.00,19.00,40.00,0.00,0.00,1.00
Bronx County NY,36005,03/09,9.00,26.00,54.00,0.00,0.00,2.00
